org_name,org_id,org_address,std_state,geo_lat,geo_lon,Organization Type,Subtype,state
"Fmc Technologies, Inc.",954aef43,"""27 INDUSTRIAL AVE, UNIT 6"" CHELMSFORD MA 1824",MA,42.5948675,-71.3296487,Registered apprenticeship,NA,Massachusetts
Jtf Construction Plus Inc,4118678e,"2202 OAKTREE LN, TEMPLE HILLS, MD, 20748",MD,38.8248567,-76.9699994,Non-profit organization,Job training non-profit,Maryland
Western Iowa Power Cooperative Lu55,d4eaf2d2,809 HIGHWAY 39 DENISON IA 51442,IA,42.0283838,-95.3670076,Registered apprenticeship,NA,Iowa
Nm State University - Las Cruces - C71,75145ed8,1600 UNIVERSITY AVE   SUITE B  LAS CRUCES NM 88003,NM,32.285661,-106.7479539,WIOA-eligible,NA,New Mexico
Sinclair Community College,d3435fec,444 W. THIRD ST. DAYTON OH 45402-1460,OH,39.7571265,-84.2002719,Higher education institution,Highest degree bachelor’s+,Ohio
Miracles Training Center,b5aa8a95,"3620 W VILLARD, 5117 N 32ND,,, MILWAUKEE WI 53209",WI,43.1120372,-87.9583683,WIOA-eligible,NA,Wisconsin
Northeast Indian Works Inc,4f6c2694,200 E MAIN ST FORT WAYNE IN 46802-1914,IN,41.0805631,-85.1373292,Non-profit organization,Job training non-profit,Indiana
"Compassionate Care Technical Center, Inc",f06a8731,"2424 SUTHERLAND AVE, KNOXVILLE, TN, 37919",TN,35.955443,-83.9546114,WIOA-eligible,NA,Tennessee
Community Based Organizations Development Center Incorporated,48c6e384,"1280 RALPH DAVID ABERNATHY BLVD SW, ATLANTA, GA, 30310",GA,33.7386504,-84.4296985,Non-profit organization,Job training non-profit,Georgia
"Rite Bros. Aviation, Inc.",013285d5,"1402 FAIRCHILD AIRPORT RD, PORT ANGELES, WA, 98363",WA,48.1169683,-123.4980812,WIOA-eligible,NA,Washington
Accession Distribution Training And Staffing,2e1bddbc,"658 LAMAR HUTCHESON PKWY, RIVERDALE, GA, 30274",GA,33.560677,-84.4115996,WIOA-eligible,NA,Georgia
Cruz Institute-Cscf,19607232,"1276 S JOHN YOUNG PKWY, KISSIMMEE, FL, 34741",FL,28.2794734,-81.4176581,WIOA-eligible,NA,Florida
"Ozarks Technical Community College, Waynesville",c125be8b,"600 GW LN, WAYNESVILLE, MO, 65583",MO,37.809826,-92.2157502,WIOA-eligible,NA,Missouri
Mariano Moreno Culinary Institute,55ede4ee,2135 CORAL WAY MIAMI FL 33145-2627,FL,25.7508226,-80.2289288,Higher education institution,NA,Florida
Area 1 Plumbers Joint Apprenticeship And Training,9fe2242b,"15800 BOONES FERRY RD, LAKE OSWEGO, OR, 97035",OR,45.4113495,-122.7173167,Non-profit organization,Job training non-profit,Oregon
Revolution Workshop,7592ed44,"2200 FARNSWORTH LN, NORTHBROOK, IL, 60062",IL,42.1223172,-87.8344834,Non-profit organization,Job training non-profit,Illinois
College Of Micronesia-Fsm,e729f25a,KOLONIA POHNPEI FM 96941,FM,6.9641667,158.2083333,Higher education institution,Highest degree bachelor’s+,NA
Higher Heights Empowerment Experience,1bdf7789,"70 PEPPERTREE LN, N CHARLESTON, SC, 29420",SC,32.9275919,-80.0864263,Non-profit organization,Job training non-profit,South Carolina
Tidewater Tech-Trades,9c77897d,"4535 E PRINCESS ANNE RD, NORFOLK, VA, 23502",VA,36.8661783,-76.2342426,Higher education institution,Highest degree certificate,Virginia
Ogle School Hair Skin Nails-North Dallas,ed79263f,"17174 PRESTON RD, DALLAS, TX, 75248",TX,32.9841549,-96.8037023,Higher education institution,Highest degree certificate,Texas
Protrain Llc,2caf6420,261 BRADFORD GROVE PL  RALEIGH NC 27606,NC,35.6930449,-78.7334785,WIOA-eligible,NA,North Carolina
Generosity International Inc,d86a44e6,PO BOX 241 AMES IA 50010-0241,IA,42.0080122,-93.5606261,Non-profit organization,Job training non-profit,Iowa
Keep America Strong Inc,265f9b90,PO BOX 67 AUSTELL GA 30168-1047,GA,33.7779488,-84.5746243,Non-profit organization,Job training non-profit,Georgia
S.E.I.U. Head Start Apprenticeship Program/Master,fe462498,EMERYVILLE CA 94608,CA,37.837959,-122.2824021,Registered apprenticeship,NA,California
Haskell Indian Nations University,3dae3ce9,"155 E INDIAN AVE, LAWRENCE, KS, 66046",KS,38.938797,-95.2328993,Higher education institution,Highest degree bachelor’s+,Kansas
Boaz And Ruth Inc,8f41896a,"3030 MEADOWBRIDGE RD, RICHMOND, VA, 23222",VA,37.5711777,-77.4192123,Non-profit organization,Job training non-profit,Virginia
"Electricians Jatc, Akron",46e14b4f,2650 S. MAIN ST. SUITE 100 AKRON OH 44319,OH,41.014996,-81.5248474,Registered apprenticeship,NA,Ohio
Tri-County Workforce Alliance,259d5024,PO BOX 1348 CLARKSDALE MS 38614-1348,MS,34.2001086,-90.5709323,Non-profit organization,Job training non-profit,Mississippi
Avtech Institute Of Technology - Eatontown - Pcs,ca1e2292,"613 HOPE RD, EATONTOWN, NJ, 07724",NJ,40.2903469,-74.0776524,WIOA-eligible,NA,New Jersey
Institute Of Culinary Education,a0630ae1,"521 E GREEN ST, PASADENA, CA, 91101",CA,34.1449843,-118.139101,Higher education institution,Highest degree certificate,California
O.V. Truck Driver Training Sch. Llc(Ohio Valley Truck Driver Training Schoo,eedb00e8,1341 HIGHLAND AVE  WILLIAMSTOWN WV 26187,WV,39.3929045,-81.446774,WIOA-eligible,NA,West Virginia
Carrington College-Boise,201e7d01,"1122 N LIBERTY ST, BOISE, ID, 83704",ID,43.6152807,-116.2606099,Higher education institution,NA,Idaho
Evolution Of Life Incorporated,3eb97936,"3645 MARKETPLACE BLVD, EAST POINT, GA, 30344",GA,33.6580359,-84.5033936,Non-profit organization,Job training non-profit,Georgia
University Of Pittsburgh,0fe078db,504 E MAIN ST MANUFACTURING ASSISTANCE CENTER TITUSVILLE PA 16354,PA,41.6264303,-79.6600735,WIOA-eligible,NA,Pennsylvania
Mhany Peninsula Local Development Corporation,3837aff0,"470 VANDERBILT AVE, BROOKLYN, NY, 11238",NY,40.6831825,-73.9680067,Non-profit organization,Job training non-profit,New York
Aaniiih Nakoda College,32d8b603,269 BLACKFEET AVENUE AGENCY HARLEM MT 59526,MT,48.4844405,-108.7595692,Higher education institution,Highest degree bachelor’s+,Montana
Bon Secours St Mary's Hospital School Of Medical Imaging,5cd7a5fe,"8550 MAGELLAN PKWY, RICHMOND, VA, 23227",VA,37.6468246,-77.4329945,Higher education institution,Highest degree certificate,Virginia
Ross College-Hopkinsville,c2131995,"4001 FORT CAMPBELL BLVD, HOPKINSVILLE, KY, 42240",KY,36.8340671,-87.4754873,Higher education institution,NA,Kentucky
Harrisburg Area Community College,3050791,"2050 TREVORTON RD, COAL TOWNSHIP, PA, 17866",PA,40.7985566,-76.5863092,WIOA-eligible,NA,Pennsylvania
Roadmaster Drivers School - Dallas,d21655af,"8701 PETERBILT AVE., DALLAS TX 75241",TX,32.6427167,-96.7846697,WIOA-eligible,NA,Texas
Modern Technology School,c5055925,"16560 HARBOR BLVD., SUITE K FOUNTAIN VALLEY CA 92708-9821",CA,33.7229763,-117.9187724,Higher education institution,Highest degree certificate,California
"Bar Pc Training, Llc - Pcs",056c27a3,"1049 CHURCH RD, TOMS RIVER, NJ, 08755",NJ,40.009685,-74.2143011,WIOA-eligible,NA,New Jersey
"Mello Electric Co., Inc.",9d7e735f,"""138 MORGAN STREET"" FALL RIVER MA 2721",MA,41.6965235,-71.1576159,Registered apprenticeship,NA,Massachusetts
Delta College,aaa3ac11,1961 DELTA ROAD UNIVERSITY CENTER MI 48710,MI,43.5591589,-83.9858346,Higher education institution,NA,Michigan
Galen College Of Nursing,b2bbf0b7,"1031 ZORN AVE, LOUISVILLE, KY, 40207",KY,38.2769635,-85.6959079,WIOA-eligible,NA,Kentucky
Self-Help Interfaith Program Inc,557e957a,"12361 MAGNOLIA ST, GARDEN GROVE, CA, 92841",CA,33.7828844,-117.9756727,Non-profit organization,Job training non-profit,California
Itc Technologies,a8341899,"4920 NIAGARA RD, COLLEGE PARK, MD, 20740",MD,39.017847,-76.9211555,WIOA-eligible,NA,Maryland
Computercorps,9cfb93ab,PO BOX 21550 CARSON CITY NV 89721-1550,NV,39.1637984,-119.7674034,Non-profit organization,Job training non-profit,Nevada
Jacksonville Electrical Joint Apprenticeship And Trng Comm Inc,18308732,"4951 RICHARD ST, JACKSONVILLE, FL, 32216",FL,30.2705458,-81.6151468,Non-profit organization,Job training non-profit,Florida
Seattle Dental Assistant School,e2cd2446,"5803 15TH AVE NW, SEATTLE, WA, 98107",WA,47.6712083,-122.3764723,WIOA-eligible,NA,Washington
Connected Hearts,49b21617,"2644 KIMBALL AVE, MEMPHIS, TN, 38114",TN,35.0953464,-89.974802,Non-profit organization,Job training non-profit,Tennessee
Midwestern Career College,008bc214,"100 S WACKER DR, LL1-50 CHICAGO IL 60202",IL,41.8804203,-87.63736,Higher education institution,NA,Illinois
Jackson State Community College,a199aade,"2046 NORTH PKWY, JACKSON, TN, 38301",TN,35.6425949,-88.782000300000007,Multiple types,NA,Tennessee
Lorain County Health Inc,421c6906,"12590 BAUMHART RD, AMHERST, OH, 44001",OH,41.3046132,-82.2741115,Non-profit organization,Job training non-profit,Ohio
"Ug2, Llc",3c3e6c1b,"""2 COPLEY PLACE, TOWER 2, SUITE 110"" BOSTON MA 2116",MA,42.3473129,-71.0782651,Registered apprenticeship,NA,Massachusetts
The Bourne Way Inc,5a6193ce,"3579 E FOOTHILL BLVD, PASADENA, CA, 91107",CA,34.1516256,-118.0766961,Non-profit organization,Job training non-profit,California
Mission Language And Vocational School,80480cf4,"2929 19TH ST, SAN FRANCISCO, CA, 94110",CA,37.7602359,-122.4113464,WIOA-eligible,NA,California
Gabis Grounds Coffee Shop,d8832e9b,"6404 NORTHWYCK PL, RALEIGH, NC, 27609",NC,35.8676372,-78.6156567,Non-profit organization,Job training non-profit,North Carolina
"Ironworkers Jac, Canton Area Lu 550",d3f7cad1,"618 HIGH AVE NW, CANTON, OH, 44703",OH,40.8041441,-81.3783354,Registered apprenticeship,NA,Ohio
Sw Line Constructors Jatc,f67417c7,"8425 WASHINGTON PL NE, ALBUQUERQUE, NM, 87113",NM,35.1822762,-106.5982497,Registered apprenticeship,NA,New Mexico
D'image Beauty College Avondale,b9ce0d51,PO BOX 18368 PHOENIX PHOENIX AZ 85005,AZ,33.4476587,-112.1345677,WIOA-eligible,NA,Arizona
Dodge City Community College,dfa67ffe,"2501 N 14TH AVE, DODGE CITY, KS, 67801",KS,37.7757963,-100.0373646,Multiple types,NA,Kansas
Ace Institute Of Technology - Queens,7969266f,4040 75TH ST STE 4038  ELMHURST ELMHURST NY 11373,NY,40.7458139,-73.8905297,WIOA-eligible,NA,New York
Northwest State Community College,22fac067,"22600 STATE RTE 34, ARCHBOLD, OH, 43502",OH,41.4521901,-84.2967504,Multiple types,NA,Ohio
Afi Security Training Institute,55f5e193,"75 E CHERRY ST, RAHWAY, NJ, 07065",NJ,40.6068313,-74.2745558,WIOA-eligible,NA,New Jersey
"Roofing Industry Jatc Of Rochester, Local #22",4de501f0,"280 METRO PARK, ROCHESTER, NY, 14623",NY,43.0972089,-77.6228644,Registered apprenticeship,NA,New York
"Homer Contracting, Inc.",3d2204d8,"""195 BROADWAY"" ARLINGTON MA 2474",MA,42.41184,-71.1438562,Registered apprenticeship,NA,Massachusetts
Western Oklahoma State College,3882ce74,2801 N MAIN ST ALTUS OK 73521-1397,OK,34.6718584,-99.3374235,Higher education institution,NA,Oklahoma
Lake Cumberland Cdl,bf1317d4,24 LONE VALLEY ROAD  - CAMPBELLSVILLE KY 42718,KY,37.2879545,-85.3680012,WIOA-eligible,NA,Kentucky
"Park City Culinary Institute Llc, Salt Lake City",e65c7f69,"1484 STATE ST, SALT LAKE CITY, UT, 84115",UT,40.7373396,-111.8886712,WIOA-eligible,NA,Utah
Associated Builders And Contractors Of Southern California Inc Merit,6.94617E+12,"1400 KELLOGG DR, ANAHEIM, CA, 92807",CA,33.8618847,-117.8055892,Non-profit organization,Job training non-profit,California
Tricoci University Of Beauty Culture-Glendale Heights,44e05ab8,530 E NORTH AVE GLENDALE HEIGHTS IL 60139,IL,41.9046844,-88.0652244,Higher education institution,Highest degree certificate,Illinois
Buffalo And Erie County Workforce Development Consortium Inc,26de56bb,"726 EXCHANGE ST, BUFFALO, NY, 14210",NY,42.8748963,-78.8498859,Non-profit organization,Job training non-profit,New York
Mental Health America Of Indiana,79cf251a,"1441 N DELAWARE ST, INDIANAPOLIS, IN, 46202",IN,39.7864184,-86.153581,WIOA-eligible,NA,Indiana
Schilling-Douglas School Of Hair Design Llc,d23a6613,"211 LOUVIERS DR, NEWARK, DE, 19711",DE,39.7112931,-75.7418279,Higher education institution,Highest degree certificate,Delaware
California Institute Of Healing Arts And Sciences,2f0db56c,"2377 GOLD MEADOW WAY, RANCHO CORDOVA, CA, 95670",CA,38.6219198,-121.2606017,WIOA-eligible,NA,California
Unity Career Institute Llc,e4f321de,"2131 S DUPONT HWY, DOVER, DE, 19901",DE,39.1200182,-75.5336225,WIOA-eligible,NA,Delaware
Mitags Inc,7d620e5d,"692 MARITIME BLVD, LINTHICUM HEIGHTS, MD, 21090",MD,39.2128797,-76.6720423,Non-profit organization,Job training non-profit,Maryland
"Interseminarian-Project Place, Inc.",cc350790,"""1145 WASHINGTON STREET"" BOSTON MA 2118",MA,42.3438475,-71.0663283,Registered apprenticeship,NA,Massachusetts
Wtia Workforce Institute,8de38fd2,"1721 8TH AVE N, SEATTLE, WA, 98109",WA,47.6348189,-122.3413205,Non-profit organization,Job training non-profit,Washington
Scbees4vets,92ced52e,455 CURLEW CIR SUMTER SC 29150-5344,SC,33.929144,-80.4090696,Non-profit organization,Job training non-profit,South Carolina
Choffin Career And Technical Center,4c4b193a,"200 E WOOD ST, YOUNGSTOWN, OH, 44503",OH,41.1010203,-80.6443109,Multiple types,Highest degree certificate,Ohio
Career Learning And Employment Center For Veterans Inc,0a3b151a,"9130 OTIS AVE, INDIANAPOLIS, IN, 46216",IN,39.8570036,-86.008729,Non-profit organization,Job training non-profit,Indiana
"A+ Driving School, Llc",06728b96,"3538 PLANK RD, FREDERICKSBURG, VA, 22407",VA,38.2925831,-77.5211632,WIOA-eligible,NA,Virginia
Cwjc-Paris Tx,3fcb03a7,PO BOX 362 PARIS TX 75461-0362,TX,33.6605265,-95.551516,Non-profit organization,Job training non-profit,Texas
Global Learning K-12,0be4db72,"3545 GRANDVIEW PKWY, BIRMINGHAM, AL, 35243",AL,33.4393314,-86.7207582,Non-profit organization,Job training non-profit,Alabama
First-In Responder Technical Academy/Kirkland,5e27ff48,"11605 132ND AVE., #A312,, WA KIRKLAND NE 98034",NE,47.6768927,-122.2059833,WIOA-eligible,NA,Nebraska
Path Of Learning Inc,f584c288,"8502 SEVEN HILLS DR, BAKERSFIELD, CA, 93312",CA,35.4167824,-119.0961027,Non-profit organization,Job training non-profit,California
Corry Higher Education Council,a1d7b301,"221 N CENTER ST, CORRY, PA, 16407",PA,41.9241603,-79.6417455,WIOA-eligible,NA,Pennsylvania
S Ohio And Kentucky Bricklayers And Allied Craftworker,23de7c3a,"800 KENT RD, BATAVIA, OH, 45103",OH,39.085914,-84.1946734,Registered apprenticeship,NA,Ohio
E Light Electric Multi-Employer Program,9bacbe9f,"361 INVERNESS DR S, ENGLEWOOD, CO, 80112",CO,39.5585913,-104.863978,Registered apprenticeship,NA,Colorado
Promise Streams Staffing Inc,bba814a2,"12625 FREDERICK ST, MORENO VALLEY, CA, 92553",CA,33.9378979,-117.2630572,Non-profit organization,Job training non-profit,California
Carewheels Corporation,15400d79,"2996 DELLWOOD DR, LAKE OSWEGO, OR, 97034",OR,45.3973784,-122.707833,Non-profit organization,Job training non-profit,Oregon
Evergreen Safety Council,4166aa47,"12545 135TH AVE ,, WA KIRKLAND NE 98034",NE,47.6768927,-122.2059833,WIOA-eligible,NA,Nebraska
John C Calhoun State Community College,08ae07d3,6250 U S HIGHWAY 31 N TANNER AL 35671,AL,34.6482199,-86.9484052,Higher education institution,NA,Alabama
Better Days Ahead Llc,8ac04c74,"3846 W. WISCONSIN, SUITE 104, MILWAUKEE,, MILWAUKEE WI 53208",WI,43.0389337,-87.9625123,WIOA-eligible,NA,Wisconsin
New Haven Development Center Inc,1cc151ab,"3500 NW 172ND TER, MIAMI GARDENS, FL, 33056",FL,25.9307028,-80.2592478,Non-profit organization,Job training non-profit,Florida
"Dats Of Florida, Inc. - Boca Raton-Is",2f391b14,900 NW 13TH ST. SUITE 300  BOCA RATON FL 33486,FL,26.3607107,-80.1041099,WIOA-eligible,NA,Florida
Refuge Bowling Green,c3a6cf9c,601 GRAHAM DR BOWLING GREEN KY 42101-1166,KY,37.0026333,-86.4401215,Non-profit organization,Job training non-profit,Kentucky
Sinclairs Career Cosmetology And Barber,c6204aec,"4312 WILDBRIAR LN, MANSFIELD, TX, 76063",TX,32.583711,-97.0669098,Non-profit organization,Job training non-profit,Texas
The Salon Professional Academy-Appleton,f2b25fb5,3355 W COLLEGE AVE APPLETON WI 54915,WI,44.2606222,-88.4579509,Higher education institution,Highest degree certificate,Wisconsin
Mount Olive Community Development,9a0c8e10,"2 HICKS AVE, ANNAPOLIS, MD, 21401",MD,38.9809998,-76.5303722,Non-profit organization,Job training non-profit,Maryland
E Q School Of Hair Design,2eca396a,"2600 S 9TH ST, COUNCIL BLUFFS, IA, 51501",IA,41.2354672,-95.8580561,Higher education institution,Highest degree certificate,Iowa
Cosmetica - Cosmetology And Barbering U.A.C.,58579e9e,DOWNEY CA 90240,CA,33.9574105,-118.1210458,Registered apprenticeship,NA,California
Int. Assoc. Bridge Struct. Orn. Reinf. Ironworkers,e480dd0d,"3150 BAYSHORE RD, BENICIA, CA, 94510",CA,38.0648526,-122.1290956,Registered apprenticeship,NA,California
Making A Change Cincy,6ed0fb33,"2374 VERA AVE, CINCINNATI, OH, 45237",OH,39.191806,-84.446268,WIOA-eligible,NA,Ohio
Lancaster County Career And Technology Center,9113211f,"1730 HANS HERR DR, WILLOW STREET, PA, 17584",PA,39.9859783,-76.2673471,Higher education institution,NA,Pennsylvania
Win2ition,5ffa2de0,"326 SELDOM SEEN TRL, CANTON, GA, 30115",GA,34.1737443,-84.392518,Non-profit organization,Job training non-profit,Georgia
Lorenzo Walker Technical College,2244cb50,"3702 ESTEY AVE, NAPLES, FL, 34104",FL,26.1413544,-81.7636276,Multiple types,Highest degree certificate,Florida
North Hennepin Community College,838ca67a,"7411 85TH AVE N, BROOKLYN PARK, MN, 55445",MN,45.1078835,-93.3759524,Higher education institution,NA,Minnesota
Means Industries,e43e9104,"3715 E WASHINGTON RD, SAGINAW, MI, 48601",MI,43.4518745,-83.885309,Registered apprenticeship,NA,Michigan
160 Driving Academy,0005d83e,"1915 S MAIN ST, MORTON, IL, 61550",IL,40.5895527,-89.4763319,WIOA-eligible,NA,Illinois
New River Community And Technical College,8.38E+102,"167 DYE DR, BECKLEY, WV, 25801",WV,37.790997,-81.22245,WIOA-eligible,NA,West Virginia
Edifying Space Place Inc,d4464098,"408 E BRINKLEY LOOP, MARION, AR, 72364",AR,35.2008263,-90.2069237,Non-profit organization,Job training non-profit,Arkansas
Ec-Council University,bce2150a,101-C SUN AVE.   NM ALBUQUERQUE NE 87109,NE,35.1658566,-106.5881835,WIOA-eligible,NA,Nebraska
Area Iv Independent Tac Inc,08129f74,"1907 GARDEN AVE, EUGENE, OR, 97403",OR,44.0473574,-123.0634893,Non-profit organization,Job training non-profit,Oregon
Ls Coding And Education Llc,5e27b290,"5991 E GRANT RD, TUCSON, AZ, 85712",AZ,32.251102,-110.8639767,WIOA-eligible,NA,Arizona
The Mission Continues,a689a99a,"1141 S 7TH ST, SAINT LOUIS, MO, 63104",MO,38.6157042,-90.196702,Non-profit organization,Job training non-profit,Missouri
Elmhurst Mutual Power And Light Company Apprenticeship Committee,f93536e2,"120 132ND ST S, TACOMA, WA, 98444",WA,47.1369566,-122.4334246,WIOA-eligible,Apprenticeship sponsor / other,Washington
Ivy Tech Community College,26fd3133,"4301 S COWAN RD, MUNCIE, IN, 47302",IN,40.1545906,-85.4057523,WIOA-eligible,NA,Indiana
Atp Casper Community College District,cf1e5a00,"125 COLLEGE DR, CASPER, WY, 82601",WY,42.8315615,-106.3250228,WIOA-eligible,NA,Wyoming
Ata Career Education,46f58344,"7351 SPRING HILL DR, SPRING HILL, FL, 34606",FL,28.4528577,-82.595743100000007,Higher education institution,NA,Florida
Nw Intermountain Manufacturers Assoc. (Nima),e8ead49f,"1626 6TH AVE N, LEWISTON, ID, 83501",ID,46.4262656,-117.0089365,Registered apprenticeship,NA,Idaho
Cdlu Of Oklahoma,829d4890,"1129 N 54TH ST, ENID, OK, 73701",OK,36.4085373,-97.8004714,WIOA-eligible,NA,Oklahoma
Snapit Solutions,fd7a66a6,"7780 W 119TH ST, OVERLAND PARK, KS, 66213",KS,38.9147245,-94.6751969,WIOA-eligible,NA,Kansas
Onyx Opera Inc. Dba Onyx Skill And Trade Center,b2e8157c,236 LA GRANDE PRINCESSE 00820 CHRISTIANSTED VI 820,VI,17.7621611,-64.7364504,WIOA-eligible,NA,NA
Cyberchance,caa7b42c,"725 SAUCON VIEW DR, BETHLEHEM, PA, 18015",PA,40.5799618,-75.3486536,Non-profit organization,Job training non-profit,Pennsylvania
Orange County Community College,61910f7b,"1 WASHINGTON CENTER, NEWBURGH, NY, 12550",NY,41.5001724,-74.0080767,WIOA-eligible,NA,New York
Iowa Lakes Community College,8cf715d2,19 S 7TH ST ESTHERVILLE IA 51334-2295,IA,43.4013635,-94.8356184,Higher education institution,NA,Iowa
Blue Solutions,a22a880c,"1015 NORWOOD PARK BLVD, AUSTIN, TX, 78753",TX,30.339252,-97.6939191,Non-profit organization,Job training non-profit,Texas
